Date,Amount,Category
2025-08-19,18.76,Groceries
2025-08-20,33.65,Dining Out
2025-08-21,11.46,Dining Out
2025-08-22,117.46,Groceries
2025-08-23,16.96,Dining Out
2025-08-24,123.78,Groceries
2025-08-25,33.74,Groceries
2025-08-26,45.52,Healthcare
2025-08-27,84.51,Utilities
2025-08-28,112.53,Transport
2025-08-29,85.16,Transport
2025-08-30,22.41,Subscriptions
2025-08-31,172.92,Transport
2025-09-01,76.41,Dining Out
2025-09-02,57.37,Transport
2025-09-03,154.7,Healthcare
2025-09-04,128.92,Dining Out
2025-09-05,45.44,Healthcare
2025-09-06,107.56,Entertainment
2025-09-07,150.01,Subscriptions
2025-09-08,135.07,Groceries
2025-09-09,144.68,Groceries
2025-09-10,131.34,Transport
2025-09-11,20.24,Healthcare
2025-09-12,85.2,Dining Out
2025-09-13,58.37,Subscriptions
2025-09-14,12.02,Dining Out
2025-09-15,42.88,Transport
2025-09-16,168.35,Dining Out
2025-09-17,45.71,Groceries
2025-09-18,174.17,Subscriptions
2025-09-19,66.41,Utilities
2025-09-20,81.94,Utilities
2025-09-21,191.08,Utilities
2025-09-22,185.74,Subscriptions
2025-09-23,64.87,Healthcare
2025-09-24,92.44,Subscriptions
2025-09-25,91.79,Entertainment
2025-09-26,105.79,Healthcare
2025-09-27,148.2,Subscriptions
2025-09-28,187.75,Groceries
2025-09-29,100.74,Entertainment
2025-09-30,107.23,Groceries
2025-10-01,83.82,Healthcare
2025-10-02,10.2,Dining Out
2025-10-03,15.3,Dining Out
2025-10-04,107.0,Dining Out
2025-10-05,198.22,Utilities
2025-10-06,68.88,Utilities
2025-10-07,74.23,Transport
2025-10-08,120.8,Utilities
2025-10-09,168.49,Groceries
2025-10-10,187.15,Subscriptions
2025-10-11,136.55,Healthcare
2025-10-12,79.88,Healthcare
2025-10-13,41.01,Groceries
2025-10-14,66.1,Transport
2025-10-15,169.73,Utilities
2025-10-16,144.92,Dining Out
2025-10-17,110.29,Utilities
2025-10-18,69.32,Dining Out
2025-10-19,64.35,Transport
2025-10-20,50.56,Groceries
2025-10-21,177.15,Dining Out
2025-10-22,83.41,Utilities
2025-10-23,119.18,Dining Out
2025-10-24,27.98,Healthcare
2025-10-25,152.43,Subscriptions
2025-10-26,74.17,Healthcare
2025-10-27,81.53,Entertainment
2025-10-28,117.3,Transport
2025-10-29,129.75,Entertainment
2025-10-30,183.55,Entertainment
2025-10-31,122.29,Subscriptions
2025-11-01,98.02,Groceries
2025-11-02,166.79,Entertainment
2025-11-03,93.21,Transport
2025-11-04,186.05,Utilities
2025-11-05,147.12,Healthcare
2025-11-06,80.96,Subscriptions
2025-11-07,98.04,Entertainment
2025-11-08,94.62,Groceries
2025-11-09,139.34,Dining Out
2025-11-10,150.49,Healthcare
2025-11-11,58.01,Entertainment
2025-11-12,67.16,Transport
2025-11-13,59.05,Healthcare
2025-11-14,25.21,Healthcare
2025-11-15,48.61,Transport
2025-11-16,189.76,Dining Out
2025-11-17,145.96,Entertainment
2025-11-18,134.58,Subscriptions
2025-11-19,39.8,Healthcare
2025-11-20,91.78,Subscriptions
2025-11-21,111.27,Utilities
2025-11-22,132.36,Groceries
2025-11-23,183.53,Subscriptions
2025-11-24,82.8,Groceries
2025-11-25,193.29,Dining Out
2025-11-26,145.07,Dining Out
2025-11-27,122.11,Utilities
2025-11-28,47.59,Utilities
2025-11-29,40.62,Utilities
2025-11-30,79.28,Groceries
2025-12-01,87.56,Subscriptions
2025-12-02,153.97,Utilities
2025-12-03,145.04,Transport
2025-12-04,68.32,Entertainment
2025-12-05,5.67,Groceries
2025-12-06,177.38,Utilities
2025-12-07,166.66,Subscriptions
2025-12-08,6.5,Subscriptions
2025-12-09,75.49,Healthcare
2025-12-10,99.37,Entertainment
2025-12-11,34.31,Dining Out
2025-12-12,63.51,Healthcare
2025-12-13,85.58,Transport
2025-12-14,157.7,Groceries
2025-12-15,14.04,Healthcare
2025-12-16,50.01,Entertainment
2025-12-17,176.99,Groceries
2025-12-18,13.7,Utilities
2025-12-19,73.91,Subscriptions
2025-12-20,28.24,Utilities
2025-12-21,132.73,Groceries
2025-12-22,151.42,Dining Out
2025-12-23,68.04,Transport
2025-12-24,32.43,Transport
2025-12-25,51.66,Subscriptions
2025-12-26,129.67,Utilities
2025-12-27,155.55,Healthcare
2025-12-28,82.83,Subscriptions
2025-12-29,111.77,Groceries
2025-12-30,170.01,Entertainment
2025-12-31,96.53,Transport
